trade_id,entry_time,entry_price,exit_time,exit_price,side,leg,floating_max_usd,floating_min_usd,realised_pnl_usd,exit_reason
423,2026-06-17 15:35:00,4330.64,2026-06-17 16:05:00,4327.872,SHORT,B,1.97,-1.52,0.83,TP(fixed)
424,2026-06-17 19:40:00,4358.21,2026-06-17 20:15:00,4361.884,LONG,A,1.49,-0.88,1.1,TP(leg A)
425,2026-06-17 19:40:00,4358.21,2026-06-17 20:15:00,4362.114,LONG,B,1.49,-0.88,1.17,TP(fixed)
426,2026-06-18 15:20:00,4263.2,2026-06-18 15:25:00,4258.433,SHORT,A,2.73,-1.74,1.43,TP(leg A)
427,2026-06-18 15:20:00,4263.2,2026-06-18 15:25:00,4258.731,SHORT,B,2.73,-1.74,1.34,TP(fixed)
428,2026-06-18 16:30:00,4272.4,2026-06-18 16:30:00,4266.775,SHORT,A,2.85,-1.22,1.69,TP(leg A)
429,2026-06-18 16:30:00,4272.4,2026-06-18 16:30:00,4267.127,SHORT,B,2.85,-1.22,1.58,TP(fixed)
430,2026-06-18 16:35:00,4272.22,2026-06-18 16:40:00,4266.697,SHORT,A,2.68,-0.49,1.66,TP(leg A)
431,2026-06-18 16:35:00,4272.22,2026-06-18 16:40:00,4267.042,SHORT,B,2.68,-0.49,1.55,TP(fixed)
432,2026-06-19 15:00:00,4157.24,2026-06-19 15:00:00,4153.739,SHORT,A,1.5,-0.34,1.05,TP(leg A)
433,2026-06-19 15:00:00,4157.24,2026-06-19 15:00:00,4153.958,SHORT,B,1.5,-0.34,0.98,TP(fixed)
434,2026-06-19 15:05:00,4158.17,2026-06-19 15:05:00,4154.566,SHORT,A,1.72,-0.14,1.08,TP(leg A)
435,2026-06-19 15:05:00,4158.17,2026-06-19 15:05:00,4154.791,SHORT,B,1.72,-0.14,1.01,TP(fixed)
436,2026-06-19 15:55:00,4178.79,2026-06-19 15:55:00,4173.731,SHORT,A,2.85,-0.32,1.52,TP(leg A)
437,2026-06-19 15:55:00,4178.79,2026-06-19 15:55:00,4174.047,SHORT,B,2.85,-0.32,1.42,TP(fixed)
438,2026-06-22 13:45:00,4205.71,2026-06-22 13:45:00,4208.685,LONG,A,0.94,-0.38,0.89,TP(leg A)
439,2026-06-22 13:45:00,4205.71,2026-06-22 13:50:00,4208.871,LONG,B,1.07,-0.38,0.95,TP(fixed)
440,2026-06-22 14:25:00,4204.47,2026-06-22 14:25:00,4207.645,LONG,A,0.98,-0.41,0.95,TP(leg A)
441,2026-06-22 14:25:00,4204.47,2026-06-22 14:30:00,4207.844,LONG,B,1.03,-0.41,1.01,TP(fixed)
442,2026-06-22 16:25:00,4187.11,2026-06-22 16:25:00,4190.854,LONG,A,1.22,-0.57,1.12,TP(leg A)
443,2026-06-22 16:25:00,4187.11,2026-06-22 16:25:00,4191.088,LONG,B,1.22,-0.57,1.19,TP(fixed)
444,2026-06-22 16:30:00,4186.25,2026-06-22 16:35:00,4190.044,LONG,A,1.99,-1.05,1.14,TP(leg A)
445,2026-06-22 16:30:00,4186.25,2026-06-22 16:35:00,4190.281,LONG,B,1.99,-1.05,1.21,TP(fixed)
446,2026-06-23 13:00:00,4131.64,2026-06-23 13:00:00,4127.189,SHORT,A,2.85,-0.44,1.34,TP(leg A)
447,2026-06-23 13:00:00,4131.64,2026-06-23 13:00:00,4127.467,SHORT,B,2.85,-0.44,1.25,TP(fixed)
448,2026-06-23 13:10:00,4129.52,2026-06-23 13:40:00,4125.498,SHORT,B,1.23,-1.1,1.21,TP(fixed)
449,2026-06-23 13:10:00,4129.52,2026-06-23 13:45:00,4125.23,SHORT,A,1.49,-1.1,1.29,TP(leg A)
450,2026-06-23 17:05:00,4141.71,2026-06-23 17:05:00,4135.656,SHORT,A,2.02,-0.57,1.82,TP(leg A)
451,2026-06-23 17:05:00,4141.71,2026-06-23 17:05:00,4136.035,SHORT,B,2.02,-0.57,1.7,TP(fixed)
452,2026-06-23 19:40:00,4143.3,2026-06-23 19:45:00,4139.548,SHORT,B,1.17,-0.08,1.13,TP(fixed)
453,2026-06-23 19:40:00,4143.3,2026-06-23 19:50:00,4139.297,SHORT,A,1.33,-0.08,1.2,TP(leg A)
454,2026-06-29 15:05:00,4047.82,2026-06-29 15:05:00,4043.804,SHORT,A,1.24,-0.11,1.2,TP(leg A)
455,2026-06-29 15:05:00,4047.82,2026-06-29 15:05:00,4044.055,SHORT,B,1.24,-0.11,1.13,TP(fixed)
456,2026-06-29 15:10:00,4047.6,2026-06-29 15:15:00,4043.602,SHORT,A,1.22,-1.38,1.2,TP(leg A)
457,2026-06-29 15:10:00,4047.6,2026-06-29 15:15:00,4043.852,SHORT,B,1.22,-1.38,1.12,TP(fixed)
458,2026-06-29 16:00:00,4050.59,2026-06-29 16:00:00,4046.481,SHORT,A,2.11,-0.36,1.23,TP(leg A)
459,2026-06-29 16:00:00,4050.59,2026-06-29 16:00:00,4046.738,SHORT,B,2.11,-0.36,1.16,TP(fixed)
460,2026-06-29 18:50:00,4027.98,2026-06-29 19:10:00,4023.514,SHORT,B,1.34,-0.7,1.34,TP(fixed)
461,2026-06-29 18:50:00,4027.98,2026-06-29 19:15:00,4023.217,SHORT,A,1.84,-0.7,1.43,TP(leg A)
462,2026-06-29 20:05:00,4030.36,2026-06-29 20:05:00,4026.832,SHORT,A,1.55,-0.4,1.06,TP(leg A)
463,2026-06-29 20:05:00,4030.36,2026-06-29 20:05:00,4027.053,SHORT,B,1.55,-0.4,0.99,TP(fixed)
464,2026-06-30 15:45:00,4015.32,2026-06-30 16:05:00,4018.891,LONG,A,2.65,-2.07,1.07,TP(leg A)
465,2026-06-30 15:45:00,4015.32,2026-06-30 16:05:00,4019.114,LONG,B,2.65,-2.07,1.14,TP(fixed)
466,2026-07-01 13:00:00,3987.99,2026-07-01 13:00:00,3984.808,SHORT,A,1.14,-0.39,0.95,TP(leg A)
467,2026-07-01 13:00:00,3987.99,2026-07-01 13:00:00,3985.007,SHORT,B,1.14,-0.39,0.89,TP(fixed)
468,2026-07-01 13:05:00,3987.39,2026-07-01 13:10:00,3984.291,SHORT,A,1.38,-0.6,0.93,TP(leg A)
469,2026-07-01 13:05:00,3987.39,2026-07-01 13:10:00,3984.485,SHORT,B,1.38,-0.6,0.87,TP(fixed)
470,2026-07-01 16:05:00,4018.62,2026-07-01 16:15:00,4023.319,LONG,A,4.0,-1.68,1.41,TP(leg A)
471,2026-07-01 16:05:00,4018.62,2026-07-01 16:15:00,4023.613,LONG,B,4.0,-1.68,1.5,TP(fixed)
472,2026-07-02 20:30:00,4112.14,2026-07-02 21:05:00,4116.902,LONG,A,3.25,-1.9,1.43,TP(leg A)
473,2026-07-02 20:30:00,4112.14,2026-07-02 21:05:00,4117.2,LONG,B,3.25,-1.9,1.52,TP(fixed)
474,2026-07-03 17:05:00,4159.33,2026-07-03 17:05:00,4162.897,LONG,A,2.21,-1.22,1.07,TP(leg A)
475,2026-07-03 17:05:00,4159.33,2026-07-03 17:05:00,4163.12,LONG,B,2.21,-1.22,1.14,TP(fixed)
476,2026-07-06 14:15:00,4158.36,2026-07-06 14:15:00,4155.576,SHORT,A,1.07,-0.33,0.84,TP(leg A)
477,2026-07-06 14:15:00,4158.36,2026-07-06 14:15:00,4155.75,SHORT,B,1.07,-0.33,0.78,TP(fixed)
478,2026-07-06 20:55:00,4161.36,2026-07-06 21:00:00,4158.359,SHORT,A,1.35,-0.15,0.9,TP(leg A)
479,2026-07-06 20:55:00,4161.36,2026-07-06 21:00:00,4158.546,SHORT,B,1.35,-0.15,0.84,TP(fixed)
480,2026-07-07 15:05:00,4169.71,2026-07-07 15:05:00,4165.746,SHORT,A,3.42,-0.52,1.19,TP(leg A)
481,2026-07-07 15:05:00,4169.71,2026-07-07 15:05:00,4165.994,SHORT,B,3.42,-0.52,1.11,TP(fixed)
482,2026-07-07 15:10:00,4173.33,2026-07-07 15:10:00,4169.143,SHORT,A,2.19,-0.47,1.26,TP(leg A)
483,2026-07-07 15:10:00,4173.33,2026-07-07 15:10:00,4169.405,SHORT,B,2.19,-0.47,1.18,TP(fixed)
484,2026-07-07 18:50:00,4138.24,2026-07-07 18:50:00,4142.893,LONG,A,1.46,-0.27,1.4,TP(leg A)
485,2026-07-07 18:55:00,4139.19,2026-07-07 18:55:00,4136.791,LONG,C,-0.13,-1.15,-0.72,SL
486,2026-07-07 19:00:00,4139.56,2026-07-07 19:00:00,4137.222,LONG,C,0.26,-0.83,-0.7,SL
487,2026-07-07 18:50:00,4138.24,2026-07-07 19:05:00,4143.183,LONG,B,1.52,-0.86,1.48,TP(fixed)
488,2026-07-08 13:40:00,4056.97,2026-07-08 14:00:00,4051.729,SHORT,A,2.08,-0.33,1.57,TP(leg A)
489,2026-07-08 13:40:00,4056.97,2026-07-08 14:00:00,4052.057,SHORT,B,2.08,-0.33,1.47,TP(fixed)
490,2026-07-08 15:40:00,4077.87,2026-07-08 15:40:00,4072.393,SHORT,A,1.97,-0.05,1.64,TP(leg A)
491,2026-07-08 15:40:00,4077.87,2026-07-08 15:40:00,4072.736,SHORT,B,1.97,-0.05,1.54,TP(fixed)
492,2026-07-08 15:45:00,4082.27,2026-07-08 15:45:00,4076.793,SHORT,A,1.84,-0.22,1.64,TP(leg A)
493,2026-07-08 15:45:00,4082.27,2026-07-08 15:45:00,4077.135,SHORT,B,1.84,-0.22,1.54,TP(fixed)
494,2026-07-08 15:50:00,4083.85,2026-07-08 15:55:00,4078.52,SHORT,A,3.92,-0.7,1.6,TP(leg A)
495,2026-07-08 15:50:00,4083.85,2026-07-08 15:55:00,4078.853,SHORT,B,3.92,-0.7,1.5,TP(fixed)
496,2026-07-08 20:25:00,4072.89,2026-07-08 20:45:00,4067.97,SHORT,A,1.73,-1.06,1.48,TP(leg A)
497,2026-07-08 20:25:00,4072.89,2026-07-08 20:45:00,4068.278,SHORT,B,1.73,-1.06,1.38,TP(fixed)
498,2026-07-09 20:15:00,4127.34,2026-07-09 20:25:00,4130.327,LONG,A,1.41,-0.66,0.9,TP(leg A)
499,2026-07-09 20:15:00,4127.34,2026-07-09 20:25:00,4130.514,LONG,B,1.41,-0.66,0.95,TP(fixed)
500,2026-07-10 13:20:00,4111.39,2026-07-10 13:20:00,4108.775,SHORT,A,1.31,-0.42,0.78,TP(leg A)
501,2026-07-10 13:20:00,4111.39,2026-07-10 13:20:00,4108.938,SHORT,B,1.31,-0.42,0.74,TP(fixed)
502,2026-07-14 20:10:00,4056.91,2026-07-14 20:20:00,4061.171,LONG,A,1.3,-0.79,1.28,TP(leg A)
503,2026-07-14 20:10:00,4056.91,2026-07-14 20:25:00,4061.437,LONG,B,2.1,-0.79,1.36,TP(fixed)
504,2026-07-15 15:00:00,4040.92,2026-07-15 15:00:00,4038.161,SHORT,A,0.88,-0.47,0.83,TP(leg A)
505,2026-07-15 15:00:00,4040.92,2026-07-15 15:00:00,4038.333,SHORT,B,0.88,-0.47,0.78,TP(fixed)
506,2026-07-15 19:30:00,4031.12,2026-07-15 19:30:00,4035.161,LONG,A,1.68,-0.13,1.21,TP(leg A)
507,2026-07-15 19:30:00,4031.12,2026-07-15 19:30:00,4035.413,LONG,B,1.68,-0.13,1.29,TP(fixed)
508,2026-07-15 19:35:00,4030.45,2026-07-15 19:45:00,4034.445,LONG,A,1.86,-1.16,1.2,TP(leg A)
509,2026-07-15 19:35:00,4030.45,2026-07-15 19:45:00,4034.695,LONG,B,1.86,-1.16,1.27,TP(fixed)
510,2026-07-16 14:50:00,4039.27,2026-07-16 14:50:00,4035.499,SHORT,A,3.13,-0.19,1.13,TP(leg A)
511,2026-07-16 14:50:00,4039.27,2026-07-16 14:50:00,4035.735,SHORT,B,3.13,-0.19,1.06,TP(fixed)
512,2026-07-16 14:55:00,4038.24,2026-07-16 15:05:00,4034.485,SHORT,A,1.84,-1.47,1.13,TP(leg A)
513,2026-07-16 14:55:00,4038.24,2026-07-16 15:05:00,4034.72,SHORT,B,1.84,-1.47,1.06,TP(fixed)
514,2026-07-17 13:50:00,3994.89,2026-07-17 14:50:00,3997.598,LONG,A,1.34,-1.22,0.81,TP(leg A)
515,2026-07-17 13:50:00,3994.89,2026-07-17 14:50:00,3997.767,LONG,B,1.34,-1.22,0.86,TP(fixed)
516,2026-07-17 20:50:00,4009.9,2026-07-17 20:50:00,4013.247,LONG,A,1.04,-0.44,1.0,TP(leg A)
517,2026-07-17 20:50:00,4009.9,2026-07-17 21:25:00,4013.456,LONG,B,1.86,-0.63,1.07,TP(fixed)
518,2026-07-21 15:40:00,4054.24,2026-07-21 15:45:00,4057.388,LONG,A,2.4,-0.98,0.94,TP(leg A)
519,2026-07-21 15:40:00,4054.24,2026-07-21 15:45:00,4057.585,LONG,B,2.4,-0.98,1.0,TP(fixed)
520,2026-07-24 14:50:00,4053.2,2026-07-24 14:55:00,4055.265,LONG,A,2.49,-0.57,0.62,TP(leg A)
521,2026-07-24 14:50:00,4053.2,2026-07-24 14:55:00,4055.395,LONG,B,2.49,-0.57,0.66,TP(fixed)
522,2026-07-24 16:05:00,4046.64,2026-07-24 16:05:00,4049.815,LONG,A,1.85,-0.31,0.95,TP(leg A)
523,2026-07-24 16:05:00,4046.64,2026-07-24 16:05:00,4050.013,LONG,B,1.85,-0.31,1.01,TP(fixed)
524,2026-07-24 16:10:00,4048.1,2026-07-24 16:35:00,4051.334,LONG,A,2.52,-1.16,0.97,TP(leg A)
525,2026-07-24 16:10:00,4048.1,2026-07-24 16:35:00,4051.536,LONG,B,2.52,-1.16,1.03,TP(fixed)
526,2026-07-24 20:10:00,4064.14,2026-07-24 20:20:00,4067.155,LONG,A,1.24,-0.48,0.9,TP(leg A)
527,2026-07-24 20:10:00,4064.14,2026-07-24 20:20:00,4067.343,LONG,B,1.24,-0.48,0.96,TP(fixed)
528,2026-07-27 15:20:00,4083.03,2026-07-27 15:25:00,4086.042,LONG,A,1.6,-0.47,0.9,TP(leg A)
529,2026-07-27 15:20:00,4083.03,2026-07-27 15:25:00,4086.23,LONG,B,1.6,-0.47,0.96,TP(fixed)
530,2026-07-27 15:45:00,4082.66,2026-07-27 15:45:00,4085.926,LONG,A,1.78,-0.2,0.98,TP(leg A)
531,2026-07-27 15:45:00,4082.66,2026-07-27 15:45:00,4086.13,LONG,B,1.78,-0.2,1.04,TP(fixed)
532,2026-07-27 16:25:00,4076.36,2026-07-27 16:25:00,4080.182,LONG,A,2.57,-0.2,1.15,TP(leg A)
533,2026-07-27 16:25:00,4076.36,2026-07-27 16:25:00,4080.421,LONG,B,2.57,-0.2,1.22,TP(fixed)
534,2026-07-27 19:30:00,4091.61,2026-07-27 19:30:00,4088.083,SHORT,A,1.98,-0.43,1.06,TP(leg A)
535,2026-07-27 19:30:00,4091.61,2026-07-27 19:30:00,4088.303,SHORT,B,1.98,-0.43,0.99,TP(fixed)
536,2026-07-27 19:35:00,4090.66,2026-07-27 19:45:00,4087.165,SHORT,A,2.02,-0.97,1.05,TP(leg A)
537,2026-07-27 19:35:00,4090.66,2026-07-27 19:45:00,4087.383,SHORT,B,2.02,-0.97,0.98,TP(fixed)
538,2026-07-28 18:55:00,4045.94,2026-07-28 19:10:00,4042.104,SHORT,B,1.2,-0.27,1.15,TP(fixed)
539,2026-07-28 19:15:00,4045.08,2026-07-28 19:15:00,4043.368,SHORT,C,0.56,-0.06,0.51,TP(fixed)
540,2026-07-28 18:55:00,4045.94,2026-07-28 19:25:00,4041.848,SHORT,A,1.24,-0.27,1.23,TP(leg A)
541,2026-07-29 13:40:00,4027.48,2026-07-29 14:15:00,4029.531,LONG,A,1.47,-0.9,0.62,TP(leg A)
542,2026-07-29 13:40:00,4027.48,2026-07-29 14:15:00,4029.659,LONG,B,1.47,-0.9,0.65,TP(fixed)
